model,acc,precision,recall,F1,epochs,seed
h dynamic 05,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,723,21668732
h dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,672,89254563
h dynamic 05,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,710,66629388
h dynamic 05,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,442,14265799
h dynamic 05,0.6713286713286714,0.6551504334523202,0.6248973727422003,0.6255501699259012,1455,13999315
h dynamic 05,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,444,22575562
h dynamic 05,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,847,39345092
h dynamic 05,0.6783216783216783,0.6634085213032581,0.6338259441707718,0.6355274822695035,1703,41227216
h dynamic 05,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,1352,77827638
h dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,531,90801586
h dynamic 05,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,631,13561597
h dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,450,85329037
h dynamic 05,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,1112,36687537
h dynamic 05,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,2234,97226012
h dynamic 05,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,565,83140807
h dynamic 05,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,621,66306997
h dynamic 05,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,689,39587039
h dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,618,70291817
h dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,1755,89089901
h dynamic 05,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,835,47338124
h dynamic 05,0.6573426573426573,0.637962962962963,0.6070402298850575,0.6051282051282052,2210,10872248
h dynamic 10,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,602,95822412
h dynamic 10,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,497,24942603
h dynamic 10,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,1203,13356886
h dynamic 10,0.6783216783216783,0.6652388369678088,0.6306444991789819,0.6314432989690721,525,46913810
h dynamic 10,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,1811,42868828
h dynamic 10,0.6993006993006993,0.6947089947089947,0.6510673234811166,0.6534798534798535,1490,39958838
h dynamic 10,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,681,28728463
h dynamic 10,0.6993006993006993,0.6916114227434982,0.6542487684729064,0.6574182405705054,1230,23756669
h dynamic 10,0.6993006993006993,0.6916114227434982,0.6542487684729064,0.6574182405705054,135,83197857
h dynamic 10,0.6783216783216783,0.6634085213032581,0.6338259441707718,0.6355274822695035,2090,21668732
h dynamic 10,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,853,89254563
h dynamic 10,0.6853146853146853,0.6733809280979093,0.6395730706075533,0.6414842052482033,891,66629388
h dynamic 10,0.6783216783216783,0.6652388369678088,0.6306444991789819,0.6314432989690721,1212,14265799
h dynamic 10,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,788,13999315
h dynamic 10,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,398,22575562
h dynamic 10,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,932,39345092
h dynamic 10,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,730,41227216
h dynamic 10,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,2966,77827638
h dynamic 10,0.6853146853146853,0.6733809280979093,0.6395730706075533,0.6414842052482033,1794,90801586
h dynamic 10,0.7062937062937062,0.70236240913811,0.659995894909688,0.6634917077543703,1116,13561597
h dynamic 10,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,741,85329037
h dynamic 10,0.6783216783216783,0.6704673423423424,0.6242816091954023,0.6224747474747474,124,36687537
h dynamic 10,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,277,97226012
h dynamic 10,0.6993006993006993,0.6947089947089947,0.6510673234811166,0.6534798534798535,1020,83140807
h dynamic 10,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,1247,66306997
h dynamic 10,0.6853146853146853,0.6733809280979093,0.6395730706075533,0.6414842052482033,1216,39587039
h dynamic 10,0.6643356643356644,0.6466770508826584,0.6159688013136289,0.6154190945764231,344,70291817
h dynamic 10,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,997,89089901
h dynamic 10,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,802,47338124
h dynamic 10,0.6643356643356644,0.6466770508826584,0.6159688013136289,0.6154190945764231,464,10872248
h dynamic 20,0.7062937062937062,0.6967233009708738,0.6663587848932676,0.6707236842105263,162,95822412
h dynamic 20,0.6783216783216783,0.6634085213032581,0.6338259441707718,0.6355274822695035,926,24942603
h dynamic 20,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,347,13356886
h dynamic 20,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,147,46913810
h dynamic 20,0.6993006993006993,0.6916114227434982,0.6542487684729064,0.6574182405705054,144,42868828
h dynamic 20,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,440,39958838
h dynamic 20,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,345,28728463
h dynamic 20,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,883,23756669
h dynamic 20,0.6993006993006993,0.6947089947089947,0.6510673234811166,0.6534798534798535,1060,83197857
h dynamic 20,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,631,21668732
h dynamic 20,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,327,89254563
h dynamic 20,0.6853146853146853,0.6733809280979093,0.6395730706075533,0.6414842052482033,1361,66629388
h dynamic 20,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,877,14265799
h dynamic 20,0.6923076923076923,0.6905968468468469,0.6389573070607554,0.6388888888888888,602,13999315
h dynamic 20,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,314,22575562
h dynamic 20,0.6783216783216783,0.6704673423423424,0.6242816091954023,0.6224747474747474,494,39345092
h dynamic 20,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,450,41227216
h dynamic 20,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,231,77827638
h dynamic 20,0.6783216783216783,0.6634085213032581,0.6338259441707718,0.6355274822695035,276,90801586
h dynamic 20,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,1487,13561597
h dynamic 20,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,287,85329037
h dynamic 20,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,230,36687537
h dynamic 20,0.7062937062937062,0.6967233009708738,0.6663587848932676,0.6707236842105263,141,97226012
h dynamic 20,0.6853146853146853,0.6733809280979093,0.6395730706075533,0.6414842052482033,434,83140807
h dynamic 20,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,418,66306997
h dynamic 20,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,1273,39587039
h dynamic 20,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,315,70291817
h dynamic 20,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,965,89089901
h dynamic 20,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,1442,47338124
h dynamic 20,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,315,10872248
h dynamic 30,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,657,95822412
h dynamic 30,0.7132867132867133,0.7098419173890872,0.6689244663382594,0.6733522758928074,159,24942603
h dynamic 30,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,877,13356886
h dynamic 30,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,421,46913810
h dynamic 30,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,515,42868828
h dynamic 30,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,570,39958838
h dynamic 30,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,1229,28728463
h dynamic 30,0.7062937062937062,0.6992481203007519,0.6631773399014778,0.6672207446808511,158,23756669
h dynamic 30,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,253,83197857
h dynamic 30,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,135,21668732
h dynamic 30,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,407,89254563
h dynamic 30,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,963,66629388
h dynamic 30,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,603,14265799
h dynamic 30,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,858,13999315
h dynamic 30,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,405,22575562
h dynamic 30,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,687,39345092
h dynamic 30,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,854,41227216
h dynamic 30,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,738,77827638
h dynamic 30,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,462,90801586
h dynamic 30,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,576,13561597
h dynamic 30,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,830,85329037
h dynamic 30,0.6713286713286714,0.6618663594470047,0.6153530377668309,0.6117946052099579,1243,36687537
h dynamic 30,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,409,97226012
h dynamic 30,0.6993006993006993,0.6916114227434982,0.6542487684729064,0.6574182405705054,147,83140807
h dynamic 30,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,541,66306997
h dynamic 30,0.6783216783216783,0.6652388369678088,0.6306444991789819,0.6314432989690721,260,39587039
h dynamic 30,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,466,70291817
h dynamic 30,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,956,89089901
h dynamic 30,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,716,47338124
h dynamic 30,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,388,10872248
h dynamic 50,0.6713286713286714,0.6551504334523202,0.6248973727422003,0.6255501699259012,312,95822412
h dynamic 50,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,1115,24942603
h dynamic 50,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,2615,13356886
h dynamic 50,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,927,46913810
h dynamic 50,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,260,42868828
h dynamic 50,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,991,39958838
h dynamic 50,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,300,28728463
h dynamic 50,0.6853146853146853,0.671474358974359,0.6427545155993432,0.6453568476164233,372,23756669
h dynamic 50,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,1911,83197857
h dynamic 50,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,223,21668732
h dynamic 50,0.7062937062937062,0.70236240913811,0.659995894909688,0.6634917077543703,1110,89254563
h dynamic 50,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,591,66629388
h dynamic 50,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,653,14265799
h dynamic 50,0.7062937062937062,0.6967233009708738,0.6663587848932676,0.6707236842105263,151,13999315
h dynamic 50,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,554,22575562
h dynamic 50,0.6923076923076923,0.6868591473286563,0.6421387520525452,0.6433106575963718,1044,39345092
h dynamic 50,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,424,41227216
h dynamic 50,0.6993006993006993,0.6947089947089947,0.6510673234811166,0.6534798534798535,1103,77827638
h dynamic 50,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,451,90801586
h dynamic 50,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,1327,13561597
h dynamic 50,0.6853146853146853,0.6757936507936508,0.6363916256157636,0.6373626373626373,464,85329037
h dynamic 50,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,444,36687537
h dynamic 50,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,287,97226012
h dynamic 50,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,227,83140807
h dynamic 50,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,274,66306997
h dynamic 50,0.6713286713286714,0.6551504334523202,0.6248973727422003,0.6255501699259012,312,39587039
h dynamic 50,0.6783216783216783,0.6652388369678088,0.6306444991789819,0.6314432989690721,541,70291817
h dynamic 50,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,638,89089901
h dynamic 50,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,543,47338124
h dynamic 50,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,537,10872248
