model,acc,precision,recall,F1,epochs,seed
patience dynamic 01,0.6923076923076923,0.6813283208020051,0.6485016420361248,0.6513741134751774,247,95822412
patience dynamic 01,0.6643356643356644,0.6466770508826584,0.6159688013136289,0.6154190945764231,316,24942603
patience dynamic 01,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,270,13356886
patience dynamic 01,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,243,46913810
patience dynamic 01,0.6993006993006993,0.6916114227434982,0.6542487684729064,0.6574182405705054,149,42868828
patience dynamic 01,0.6923076923076923,0.6905968468468469,0.6389573070607554,0.6388888888888888,277,39958838
patience dynamic 01,0.6853146853146853,0.6733809280979093,0.6395730706075533,0.6414842052482033,231,28728463
patience dynamic 01,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,179,23756669
patience dynamic 01,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,289,83197857
patience dynamic 01,0.6643356643356644,0.6466770508826584,0.6159688013136289,0.6154190945764231,294,21668732
patience dynamic 01,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,236,89254563
patience dynamic 01,0.6783216783216783,0.6620145631067962,0.6370073891625616,0.6393640350877193,215,66629388
patience dynamic 01,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,584,14265799
patience dynamic 01,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,609,13999315
patience dynamic 01,0.6923076923076923,0.679368932038835,0.6516830870279147,0.6550438596491228,197,22575562
patience dynamic 01,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,411,39345092
patience dynamic 01,0.6783216783216783,0.6652388369678088,0.6306444991789819,0.6314432989690721,264,41227216
patience dynamic 01,0.7062937062937062,0.6931818181818181,0.6727216748768473,0.6770967741935483,193,77827638
patience dynamic 01,0.6993006993006993,0.6844671201814059,0.6669745484400658,0.6709124966550709,265,90801586
patience dynamic 01,0.6853146853146853,0.6700143472022956,0.645935960591133,0.6489936180657829,214,13561597
patience dynamic 01,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,404,85329037
patience dynamic 01,0.6713286713286714,0.6551504334523202,0.6248973727422003,0.6255501699259012,306,36687537
patience dynamic 01,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,283,97226012
patience dynamic 01,0.6783216783216783,0.6634085213032581,0.6338259441707718,0.6355274822695035,271,83140807
patience dynamic 01,0.6713286713286714,0.6551504334523202,0.6248973727422003,0.6255501699259012,190,66306997
patience dynamic 01,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,480,39587039
patience dynamic 01,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,452,70291817
patience dynamic 01,0.6993006993006993,0.6871114299378288,0.6606116584564861,0.6645939017073037,137,89089901
patience dynamic 01,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,277,47338124
patience dynamic 01,0.6573426573426573,0.6369199388067313,0.6102216748768473,0.6096161346035991,385,10872248
patience dynamic 05,0.6783216783216783,0.6652388369678088,0.6306444991789819,0.6314432989690721,324,95822412
patience dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,361,24942603
patience dynamic 05,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,426,13356886
patience dynamic 05,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,261,46913810
patience dynamic 05,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,305,42868828
patience dynamic 05,0.6923076923076923,0.6905968468468469,0.6389573070607554,0.6388888888888888,261,39958838
patience dynamic 05,0.6713286713286714,0.6568783068783068,0.6217159277504105,0.6212454212454213,351,28728463
patience dynamic 05,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,251,23756669
patience dynamic 05,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,324,83197857
patience dynamic 05,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,216,21668732
patience dynamic 05,0.6923076923076923,0.6767676767676767,0.6580459770114943,0.6617204301075269,141,89254563
patience dynamic 05,0.6923076923076923,0.679368932038835,0.6516830870279147,0.6550438596491228,171,66629388
patience dynamic 05,0.7062937062937062,0.6947194719471947,0.6695402298850575,0.6740121580547112,136,14265799
patience dynamic 05,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,186,13999315
patience dynamic 05,0.6923076923076923,0.679368932038835,0.6516830870279147,0.6550438596491228,216,22575562
patience dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,341,39345092
patience dynamic 05,0.6853146853146853,0.6787878787878787,0.6332101806239737,0.6329778132664119,216,41227216
patience dynamic 05,0.6993006993006993,0.6871114299378288,0.6606116584564861,0.6645939017073037,191,77827638
patience dynamic 05,0.6923076923076923,0.6838006230529594,0.645320197044335,0.6474675033617212,293,90801586
patience dynamic 05,0.6993006993006993,0.6891025641025641,0.6574302134646962,0.6611187655001378,197,13561597
patience dynamic 05,0.6783216783216783,0.6675661090124123,0.6274630541871921,0.6270975056689342,391,85329037
patience dynamic 05,0.6643356643356644,0.6466770508826584,0.6159688013136289,0.6154190945764231,386,36687537
